SOC (%), Capacity (mAh), Current (A), Voltage (V), Time
1.17815,0.00117815,0.0180469,3.12876,00:10:52
1.15537,0.00115537,0.0164062,3.12634,00:10:52
1.13144,0.00113144,0.0172266,3.1238,00:10:52
1.10752,0.00110752,0.0172266,3.12125,00:10:52
1.08359,0.00108359,0.0172266,3.1187,00:10:52
1.0608,0.0010608,0.0164062,3.11627,00:10:52
1.03802,0.00103802,0.0164062,3.11383,00:10:52
1.01523,0.00101523,0.0164062,3.11139,00:10:52
0.992444,0.000992444,0.0164062,3.10895,00:10:52
0.970797,0.000970797,0.0155859,3.10662,00:10:52
0.94915,0.00094915,0.0155859,3.10429,00:10:52
0.927503,0.000927503,0.0155859,3.10196,00:10:52
0.906995,0.000906995,0.0147656,3.09975,00:10:52
0.885348,0.000885348,0.0155859,3.09741,00:10:52
0.863701,0.000863701,0.0155859,3.09507,00:10:52
0.840914,0.000840914,0.0164062,3.0926,00:10:53
0.819267,0.000819267,0.0155859,3.09025,00:10:53
0.798759,0.000798759,0.0147656,3.08802,00:10:53
0.777112,0.000777112,0.0155859,3.08567,00:10:53
0.755465,0.000755465,0.0155859,3.08332,00:10:53
0.733818,0.000733818,0.0155859,3.08096,00:10:53
0.712171,0.000712171,0.0155859,3.0786,00:10:53
0.690524,0.000690524,0.0155859,3.07623,00:10:53
0.670016,0.000670016,0.0147656,3.07399,00:10:53
0.649508,0.000649508,0.0147656,3.07175,00:10:53
0.627861,0.000627861,0.0155859,3.06938,00:10:53
0.607353,0.000607353,0.0147656,3.06713,00:10:53
0.585706,0.000585706,0.0155859,3.06476,00:10:53
0.564059,0.000564059,0.0155859,3.06238,00:10:53
0.543551,0.000543551,0.0147656,3.06013,00:10:53
0.523043,0.000523043,0.0147656,3.05787,00:10:53
0.502535,0.000502535,0.0147656,3.05562,00:10:53
0.482027,0.000482027,0.0147656,3.05336,00:10:53
0.46152,0.00046152,0.0147656,3.0511,00:10:53
0.441012,0.000441012,0.0147656,3.04884,00:10:53
0.420504,0.000420504,0.0147656,3.04658,00:10:54
0.399996,0.000399996,0.0147656,3.04431,00:10:54
0.379488,0.000379488,0.0147656,3.04205,00:10:54
0.358981,0.000358981,0.0147656,3.03978,00:10:54
0.338473,0.000338473,0.0147656,3.03752,00:10:54
0.319104,0.000319104,0.0139453,3.03537,00:10:54
0.298596,0.000298596,0.0147656,3.03311,00:10:54
0.278089,0.000278089,0.0147656,3.03084,00:10:54
0.257581,0.000257581,0.0147656,3.02857,00:10:54
0.237073,0.000237073,0.0147656,3.02629,00:10:54
0.216565,0.000216565,0.0147656,3.02402,00:10:54
0.196057,0.000196057,0.0147656,3.02175,00:10:54
0.17555,0.00017555,0.0147656,3.01948,00:10:54
0.156181,0.000156181,0.0139453,3.01733,00:10:54
0.135673,0.000135673,0.0147656,3.01505,00:10:54
0.115166,0.000115166,0.0147656,3.01278,00:10:54
0.0946577,9.46577e-05,0.0147656,3.0105,00:10:54
0.0741499,7.41499e-05,0.0147656,3.00823,00:10:54
0.0536421,5.36421e-05,0.0147656,3.00595,00:10:54
0.0331343,3.31343e-05,0.0147656,3.00368,00:10:54
0.0137658,1.37658e-05,0.0139453,3.00153,00:10:55
-0.00674203,-6.74203e-06,0.0147656,nan,00:10:55
-0.0272498,-2.72498e-05,0.0147656,nan,00:10:55
-0.0477577,-4.77577e-05,0.0147656,nan,00:10:55
-0.0671261,-6.71261e-05,0.0139453,nan,00:10:55
-0.0876339,-8.76339e-05,0.0147656,nan,00:10:55
-0.108142,-0.000108142,0.0147656,nan,00:10:55
-0.12865,-0.00012865,0.0147656,nan,00:10:55
-0.148018,-0.000148018,0.0139453,nan,00:10:55
-0.168526,-0.000168526,0.0147656,nan,00:10:55
-0.189034,-0.000189034,0.0147656,nan,00:10:55
-0.208402,-0.000208402,0.0139453,nan,00:10:55
-0.22891,-0.00022891,0.0147656,nan,00:10:55
-0.249418,-0.000249418,0.0147656,nan,00:10:55
-0.269926,-0.000269926,0.0147656,nan,00:10:55
-0.290433,-0.000290433,0.0147656,nan,00:10:55
-0.310941,-0.000310941,0.0147656,nan,00:10:55
-0.33031,-0.00033031,0.0139453,nan,00:10:55
-0.350818,-0.000350818,0.0147656,nan,00:10:55
-0.372465,-0.000372465,0.0155859,nan,00:10:55
-0.392972,-0.000392972,0.0147656,nan,00:10:56
-0.41348,-0.00041348,0.0147656,nan,00:10:56
-0.433988,-0.000433988,0.0147656,nan,00:10:56
-0.454496,-0.000454496,0.0147656,nan,00:10:56
